title,url,rating,reviews,price,search_url
Billy Sure Kid Entrepreneur Is NOT A SINGER!,https://www.amazon.com/Billy-Sure-Kid-Entrepreneur-SINGER-ebook/dp/B01BKR440S/ref=sr_1_63?keywords=entrepreneur+book&qid=1694127536&sr=8-63&tag=cagrisarigo03-20,4.5 out of 5 stars,,$6.99,https://www.amazon.com/s?k=entrepreneur+book&page=2
Kidpreneurs: Young Entrepreneurs with Big Ideas!,https://www.amazon.com/Kidpreneurs-Young-Entrepreneurs-Big-Ideas/dp/0692004246/ref=sr_1_64?keywords=entrepreneur+book&qid=1694127536&sr=8-64&tag=cagrisarigo03-20,4.6 out of 5 stars,,,https://www.amazon.com/s?k=entrepreneur+book&page=2
When I'm an Entrepreneur: Dreaming is Believing: Business (Inspirational Careers for Kids),https://www.amazon.com/When-Im-Entrepreneur-Believing-Inspirational/dp/1922675067/ref=sr_1_65?keywords=entrepreneur+book&qid=1694127536&sr=8-65&tag=cagrisarigo03-20,4.8 out of 5 stars,,,https://www.amazon.com/s?k=entrepreneur+book&page=2
Jasmine Launches a Startup: (Entrepreneurship books for kids),https://www.amazon.com/Jasmine-Launches-Startup-Entrepreneurship-books/dp/1988779022/ref=sr_1_66?keywords=entrepreneur+book&qid=1694127536&sr=8-66&tag=cagrisarigo03-20,4.5 out of 5 stars,,,https://www.amazon.com/s?k=entrepreneur+book&page=2
"Expert Resilience: How Entrepreneurs Are Leading the Future in Mind, Mastery, and Meaning",https://www.amazon.com/Expert-Resilience-Entrepreneurs-Leading-Mastery-ebook/dp/B0CGMNF6JL/ref=sr_1_67?keywords=entrepreneur+book&qid=1694127536&sr=8-67&tag=cagrisarigo03-20,5.0 out of 5 stars,,$0.99,https://www.amazon.com/s?k=entrepreneur+book&page=2
The Kinfolk Entrepreneur: Ideas for Meaningful Work,https://www.amazon.com/Kinfolk-Entrepreneur-Ideas-Meaningful-Work/dp/1579657583/ref=sr_1_68?keywords=entrepreneur+book&qid=1694127536&sr=8-68&tag=cagrisarigo03-20,4.6 out of 5 stars,,,https://www.amazon.com/s?k=entrepreneur+book&page=2
Business Planner Undated for Entrepreneurs! Focus Project Notebook for Productivity! Daily Weekly Self Organizer Planner / Win the Day! Beat Procrastination! Ifocus - A5 work planner,https://www.amazon.com/Productivity-Planner-Entrepreneurs-Best-Daily/dp/B072VWSND1/ref=sr_1_69_sspa?keywords=entrepreneur+book&qid=1694127536&sr=8-69-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9tdGY&psc=1&tag=cagrisarigo03-20,4.4 out of 5 stars,,$29.97,https://www.amazon.com/s?k=entrepreneur+book&page=2
I Survived Capitalism and All I Got Was This Lousy T-Shirt: Everything I Wish I Never Had to Learn About Money,https://www.amazon.com/Survived-Capitalism-This-Lousy-T-Shirt/dp/0385549784/ref=sr_1_70?keywords=entrepreneur+book&qid=1694127536&sr=8-70&tag=cagrisarigo03-20,,,$24.30,https://www.amazon.com/s?k=entrepreneur+book&page=2
How to Start Your Own Business: The Facts Visually Explained (DK How Stuff Works),https://www.amazon.com/How-Start-Your-Own-Business/dp/0744027349/ref=sr_1_71?keywords=entrepreneur+book&qid=1694127536&sr=8-71&tag=cagrisarigo03-20,4.7 out of 5 stars,,,https://www.amazon.com/s?k=entrepreneur+book&page=2
"In the Company of Women: Inspiration and Advice from over 100 Makers, Artists, and Entrepreneurs",https://www.amazon.com/Company-Women-Inspiration-Artists-Entrepreneurs/dp/1579655971/ref=sr_1_72?keywords=entrepreneur+book&qid=1694127536&sr=8-72&tag=cagrisarigo03-20,4.7 out of 5 stars,,$18.11,https://www.amazon.com/s?k=entrepreneur+book&page=2
Entrepreneur Kids: Launch Your Own Business,https://www.amazon.com/Entrepreneur-Kids-Launch-Your-Business/dp/1642011401/ref=sr_1_73?keywords=entrepreneur+book&qid=1694127536&sr=8-73&tag=cagrisarigo03-20,4.6 out of 5 stars,,,https://www.amazon.com/s?k=entrepreneur+book&page=2
"The Entrepreneur's Compass: Charting Your Path to Business Success: Strategize, Organize, and Thrive in Your Entrepreneurial Journey",https://www.amazon.com/Entrepreneurs-Compass-Charting-Strategize-Entrepreneurial/dp/B0C9S8SRH9/ref=sr_1_74_sspa?keywords=entrepreneur+book&qid=1694127536&sr=8-74-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9tdGY&psc=1&tag=cagrisarigo03-20,,,$19.99,https://www.amazon.com/s?k=entrepreneur+book&page=2
"MEDICAL BILLING & CODING FOR BEGINNERS: 3 Books In 1:Launch Your Successful Healthcare Business.Insider Insights And Step-By-Step Practical Strategies For Career Seekers,Students And Entrepreneurs",https://www.amazon.com/MEDICAL-BILLING-CODING-BEGINNERS-Step/dp/B0C7J4X5GS/ref=sr_1_75_sspa?keywords=entrepreneur+book&qid=1694127536&sr=8-75-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9tdGY&psc=1&tag=cagrisarigo03-20,5.0 out of 5 stars,,$16.97,https://www.amazon.com/s?k=entrepreneur+book&page=2
LLC Beginner’s Guide: How to Successfully Start and Maintain a Limited Liability Company Even if You’ve Got Zero Experience (A Complete Up-to-Date & Easy-to-Follow Guide),https://www.amazon.com/Beginners-Guide-Date-Easy-Follow/dp/B0C2S7MJNT/ref=sr_1_76_sspa?keywords=entrepreneur+book&qid=1694127536&sr=8-76-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9tdGY&psc=1&tag=cagrisarigo03-20,4.6 out of 5 stars,,$15.48,https://www.amazon.com/s?k=entrepreneur+book&page=2
Monetize Your Expertise: 14 Entrepreneur Success Stories About Making Money with Their Expertise and Knowledge (Expertise-Based Business),https://www.amazon.com/Monetize-Your-Expertise-Entrepreneur-Expertise-Based-ebook/dp/B0BGYBF72B/ref=sr_1_77_sspa?keywords=entrepreneur+book&qid=1694127536&sr=8-77-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9tdGY&psc=1&tag=cagrisarigo03-20,5.0 out of 5 stars,,$2.99,https://www.amazon.com/s?k=entrepreneur+book&page=2
Elon Musk,https://www.amazon.com/Elon-Musk-Walter-Isaacson/dp/1982181281/ref=sr_1_78?keywords=entrepreneur+book&qid=1694127536&sr=8-78&tag=cagrisarigo03-20,,,$21.85,https://www.amazon.com/s?k=entrepreneur+book&page=2
Millionaire Kids: Inspiring Stories of Young Entrepreneurs Who Became Rich Before Graduating High School,https://www.amazon.com/Millionaire-Kids-Inspiring-Entrepreneurs-Graduating/dp/1953884563/ref=sr_1_79?keywords=entrepreneur+book&qid=1694127536&sr=8-79&tag=cagrisarigo03-20,4.9 out of 5 stars,,,https://www.amazon.com/s?k=entrepreneur+book&page=2
"LLC Beginner’s Guide for Aspiring Entrepreneurs: How to Start a Small Business, Form and Run a Limited Liability Company Dealing with Accounting and any Tax Brake the IRS allows",https://www.amazon.com/LLC-Beginners-Guide-Aspiring-Entrepreneurs-ebook/dp/B08YP7QXJ4/ref=sr_1_80?keywords=entrepreneur+book&qid=1694127536&sr=8-80&tag=cagrisarigo03-20,4.2 out of 5 stars,,$0.00,https://www.amazon.com/s?k=entrepreneur+book&page=2
Ultimate Guide to Shopify (Entrepreneur Ultimate Guide),https://www.amazon.com/Ultimate-Guide-Shopify-Business-Jason/dp/1642011495/ref=sr_1_81?keywords=entrepreneur+book&qid=1694127536&sr=8-81&tag=cagrisarigo03-20,4.3 out of 5 stars,,,https://www.amazon.com/s?k=entrepreneur+book&page=2
Teen Entreprenaire: Be Part of the New Rich and Become a Teen Million/Billionaire Entrepreneur in Today's Worldwide Economy,https://www.amazon.com/Teen-Entreprenaire-Billionaire-Entrepreneur-Worldwide/dp/B0BZ6MNCRN/ref=sr_1_82_sspa?keywords=entrepreneur+book&qid=1694127536&sr=8-82-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9tdGY&psc=1&tag=cagrisarigo03-20,4.9 out of 5 stars,,$35.99,https://www.amazon.com/s?k=entrepreneur+book&page=2
Don't Skip the Legal: The Startup Guide for Entrepreneurs and Business Owners,https://www.amazon.com/Dont-Skip-Legal-Entrepreneurs-Business/dp/B0BRDH7XFD/ref=sr_1_83_sspa?keywords=entrepreneur+book&qid=1694127536&sr=8-83-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9tdGY&psc=1&tag=cagrisarigo03-20,5.0 out of 5 stars,,$19.97,https://www.amazon.com/s?k=entrepreneur+book&page=2
How to Grow Your Small Business: A 6-Step Plan to Help Your Business Take Off,https://www.amazon.com/How-Grow-Your-Small-Business/dp/1400226953/ref=sr_1_84_sspa?keywords=entrepreneur+book&qid=1694127536&sr=8-84-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9tdGY&psc=1&tag=cagrisarigo03-20,4.8 out of 5 stars,,$15.39,https://www.amazon.com/s?k=entrepreneur+book&page=2
Nail It then Scale It: The Entrepreneur's Guide to Creating and Managing Breakthrough Innovation,https://www.amazon.com/Nail-then-Scale-Entrepreneurs-Breakthrough/dp/0983723605/ref=sr_1_85?keywords=entrepreneur+book&qid=1694127536&sr=8-85&tag=cagrisarigo03-20,4.5 out of 5 stars,,,https://www.amazon.com/s?k=entrepreneur+book&page=2
Go Do Deals: The Entrepreneur’s Guide to Buying & Selling Businesses,https://www.amazon.com/Go-Do-Deals-Entrepreneurs-Businesses/dp/1631952935/ref=sr_1_86?keywords=entrepreneur+book&qid=1694127536&sr=8-86&tag=cagrisarigo03-20,4.4 out of 5 stars,,,https://www.amazon.com/s?k=entrepreneur+book&page=2
Entrepreneur Kids: All About Money,https://www.amazon.com/Entrepreneur-Kids-All-About-Money/dp/1642011398/ref=sr_1_87?keywords=entrepreneur+book&qid=1694127536&sr=8-87&tag=cagrisarigo03-20,4.5 out of 5 stars,,,https://www.amazon.com/s?k=entrepreneur+book&page=2
LLC Beginner’s Guide: How to Successfully Start and Maintain a Limited Liability Company Even if You’ve Got Zero Experience (A Complete Up-to-Date & Easy-to-Follow Guide),https://www.amazon.com/Beginners-Guide-Date-Easy-Follow/dp/B0C2S7MJNT/ref=sr_1_88?keywords=entrepreneur+book&qid=1694127536&sr=8-88&tag=cagrisarigo03-20,4.6 out of 5 stars,,$15.48,https://www.amazon.com/s?k=entrepreneur+book&page=2
The Blessed Entrepreneur: 5 Steps to Launch & Scale a Business with Impact,https://www.amazon.com/Blessed-Entrepreneur-Launch-Business-Impact-ebook/dp/B0B5FLZFMH/ref=sr_1_89?keywords=entrepreneur+book&qid=1694127536&sr=8-89&tag=cagrisarigo03-20,4.9 out of 5 stars,,$0.99,https://www.amazon.com/s?k=entrepreneur+book&page=2
ENTREPRENEUR OPERATING SYSTEM: Simple Strategies of Production Concept in Marketing,https://www.amazon.com/ENTREPRENEUR-OPERATING-SYSTEM-Strategies-Production/dp/B0BJ4VM3YS/ref=sr_1_90?keywords=entrepreneur+book&qid=1694127536&sr=8-90&tag=cagrisarigo03-20,1.0 out of 5 stars,,$15.24,https://www.amazon.com/s?k=entrepreneur+book&page=2
Beginner Entrepreneurship for Kids: Activity Book (A Kid's Dream Series: Book 1): You Don’t Have to Be an Adult to Start a Business!,https://www.amazon.com/Beginner-Entrepreneurship-Kids-Activity-Business/dp/0996930175/ref=sr_1_91?keywords=entrepreneur+book&qid=1694127536&sr=8-91&tag=cagrisarigo03-20,,,,https://www.amazon.com/s?k=entrepreneur+book&page=2
STEEPED: Adventures of a Tea Entrepreneur,https://www.amazon.com/STEEPED-Adventures-Entrepreneur-Brook-Eddy/dp/1544544820/ref=sr_1_92?keywords=entrepreneur+book&qid=1694127536&sr=8-92&tag=cagrisarigo03-20,5.0 out of 5 stars,,$17.99,https://www.amazon.com/s?k=entrepreneur+book&page=2
The Entrepreneur Roller Coaster: It's Your Turn to #JoinTheRide,https://www.amazon.com/Entrepreneur-Roller-Coaster-Your-JoinTheRide/dp/1733513302/ref=sr_1_93?keywords=entrepreneur+book&qid=1694127536&sr=8-93&tag=cagrisarigo03-20,4.8 out of 5 stars,,,https://www.amazon.com/s?k=entrepreneur+book&page=2
"The Compound Effect (10th Anniversary Edition): Jumpstart Your Income, Your Life, Your Success",https://www.amazon.com/Compound-Effect-Jumpstart-Income-Success/dp/0306924633/ref=sr_1_94?keywords=entrepreneur+book&qid=1694127536&sr=8-94&tag=cagrisarigo03-20,4.7 out of 5 stars,,,https://www.amazon.com/s?k=entrepreneur+book&page=2
Sweet Success: A Simple Recipe to Turn your Passion into Profit,https://www.amazon.com/Sweet-Success-Simple-Recipe-Passion/dp/1400231507/ref=sr_1_95?keywords=entrepreneur+book&qid=1694127536&sr=8-95&tag=cagrisarigo03-20,4.7 out of 5 stars,,$14.99,https://www.amazon.com/s?k=entrepreneur+book&page=2
The Young Entrepreneur: Find Your Way To Success,https://www.amazon.com/Young-Entrepreneur-Find-Your-Success/dp/0999686011/ref=sr_1_96?keywords=entrepreneur+book&qid=1694127536&sr=8-96&tag=cagrisarigo03-20,4.5 out of 5 stars,,,https://www.amazon.com/s?k=entrepreneur+book&page=2
"Investing for Kids: How to Save, Invest, and Grow Money",https://www.amazon.com/Investing-Kids-Save-Invest-Money/dp/1647398762/ref=sr_1_97?keywords=entrepreneur+book&qid=1694127536&sr=8-97&tag=cagrisarigo03-20,4.7 out of 5 stars,,,https://www.amazon.com/s?k=entrepreneur+book&page=2
Billy Sure Kid Entrepreneur (1),https://www.amazon.com/Billy-Sure-Entrepreneur-Luke-Sharpe/dp/1481439472/ref=sr_1_98?keywords=entrepreneur+book&qid=1694127536&sr=8-98&tag=cagrisarigo03-20,4.6 out of 5 stars,,$7.99,https://www.amazon.com/s?k=entrepreneur+book&page=2
Rebel Girls Awesome Entrepreneurs: 25 Tales of Women Building Businesses,https://www.amazon.com/Rebel-Girls-Mean-Business-Tales/dp/1953424236/ref=sr_1_99?keywords=entrepreneur+book&qid=1694127536&sr=8-99&tag=cagrisarigo03-20,4.8 out of 5 stars,,,https://www.amazon.com/s?k=entrepreneur+book&page=2
"The Entrepreneur Equation: Evaluating the Realities, Risks, and Rewards of Having Your Own Business",https://www.amazon.com/Entrepreneur-Equation-Evaluating-Realities-Business/dp/193561844X/ref=sr_1_100?keywords=entrepreneur+book&qid=1694127536&sr=8-100&tag=cagrisarigo03-20,4.4 out of 5 stars,,$17.89,https://www.amazon.com/s?k=entrepreneur+book&page=2
Outliers: The Story of Success,https://www.amazon.com/Outliers-Story-Success-Malcolm-Gladwell/dp/0316017930/ref=sr_1_101?keywords=entrepreneur+book&qid=1694127536&sr=8-101&tag=cagrisarigo03-20,4.6 out of 5 stars,,$14.82,https://www.amazon.com/s?k=entrepreneur+book&page=2
Million Dollar Women: The Essential Guide for Female Entrepreneurs Who Want to Go Big,https://www.amazon.com/Million-Dollar-Women-audiobook/dp/B01681SVU0/ref=sr_1_102?keywords=entrepreneur+book&qid=1694127536&sr=8-102&tag=cagrisarigo03-20,4.6 out of 5 stars,,$0.00,https://www.amazon.com/s?k=entrepreneur+book&page=2
Warren Buffett: Investor and Entrepreneur,https://www.amazon.com/Warren-Buffett-Entrepreneur-Todd-Finkle/dp/0231207123/ref=sr_1_103?keywords=entrepreneur+book&qid=1694127536&sr=8-103&tag=cagrisarigo03-20,5.0 out of 5 stars,,$19.97,https://www.amazon.com/s?k=entrepreneur+book&page=2
24 Shades of Business: An Adult Coloring Book,https://www.amazon.com/24-Shades-Business-Adult-Coloring/dp/0692116176/ref=sr_1_104?keywords=entrepreneur+book&qid=1694127536&sr=8-104&tag=cagrisarigo03-20,4.7 out of 5 stars,,,https://www.amazon.com/s?k=entrepreneur+book&page=2
1-Page Marketing Plan,https://www.amazon.com/1-Page-Marketing-Plan-Customers-Money/dp/1989025013/ref=sr_1_105?keywords=entrepreneur+book&qid=1694127536&sr=8-105&tag=cagrisarigo03-20,4.7 out of 5 stars,,,https://www.amazon.com/s?k=entrepreneur+book&page=2
The Kingdom Driven Entrepreneur's Guide: Doing Business God's Way,https://www.amazon.com/Kingdom-Driven-Entrepreneurs-Guide-Business/dp/B07Q4XZDT3/ref=sr_1_106?keywords=entrepreneur+book&qid=1694127536&sr=8-106&tag=cagrisarigo03-20,4.8 out of 5 stars,,$0.00,https://www.amazon.com/s?k=entrepreneur+book&page=2
The Entrepreneur's Mindset: How to Rewire Your Brain for Business Success,https://www.amazon.com/Entrepreneurs-Mindset-Rewire-Business-Success/dp/1736938703/ref=sr_1_107?keywords=entrepreneur+book&qid=1694127536&sr=8-107&tag=cagrisarigo03-20,5.0 out of 5 stars,,,https://www.amazon.com/s?k=entrepreneur+book&page=2
The 12 Week Year: Get More Done in 12 Weeks than Others Do in 12 Months,https://www.amazon.com/12-Week-Year-Others-Months/dp/B08DFFS7K8/ref=sr_1_108?keywords=entrepreneur+book&qid=1694127536&sr=8-108&tag=cagrisarigo03-20,4.7 out of 5 stars,,$0.00,https://www.amazon.com/s?k=entrepreneur+book&page=2
How to Grow Your Small Business: A 6-Step Plan to Help Your Business Take Off,https://www.amazon.com/How-Grow-Your-Small-Business/dp/1400226953/ref=sr_1_97_sspa?keywords=entrepreneur+book&qid=1694127839&sr=8-97-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA&psc=1&tag=cagrisarigo03-20,4.8 out of 5 stars,,$15.39,https://www.amazon.com/s?k=entrepreneur+book&page=3
BIG LUCKY: Serial Entrepreneur Jim Markham's Secret Formula for Success,https://www.amazon.com/BIG-LUCKY-Entrepreneur-Markhams-Formula-ebook/dp/B083VW8QZC/ref=sr_1_98_sspa?keywords=entrepreneur+book&qid=1694127839&sr=8-98-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA&psc=1&tag=cagrisarigo03-20,4.9 out of 5 stars,,$0.00,https://www.amazon.com/s?k=entrepreneur+book&page=3
Message For Success: Daily Insights and Lessons from Successful Entrepreneurs for Building a Winning Mindset and Business Success,https://www.amazon.com/Message-Success-Insights-Successful-Entrepreneurs/dp/1961028611/ref=sr_1_99_sspa?keywords=entrepreneur+book&qid=1694127839&sr=8-99-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA&psc=1&tag=cagrisarigo03-20,5.0 out of 5 stars,,$17.85,https://www.amazon.com/s?k=entrepreneur+book&page=3
Teen Entreprenaire: Be Part of the New Rich and Become a Teen Million/Billionaire Entrepreneur in Today's Worldwide Economy,https://www.amazon.com/Teen-Entreprenaire-Billionaire-Entrepreneur-Worldwide-ebook/dp/B0BZB4HKFY/ref=sr_1_100_sspa?keywords=entrepreneur+book&qid=1694127839&sr=8-100-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA&psc=1&tag=cagrisarigo03-20,4.9 out of 5 stars,,$0.00,https://www.amazon.com/s?k=entrepreneur+book&page=3
Teen Entreprenaire: Be Part of the New Rich and Become a Teen Million/Billionaire Entrepreneur in Today's Worldwide Economy,https://www.amazon.com/Teen-Entreprenaire-Billionaire-Entrepreneur-Worldwide/dp/B0BZC3CBZG/ref=sr_1_101?keywords=entrepreneur+book&qid=1694127839&sr=8-101&tag=cagrisarigo03-20,4.9 out of 5 stars,,$19.99,https://www.amazon.com/s?k=entrepreneur+book&page=3
Strategy OS: Implement an Advanced Operating System in Six Simple Steps (Entrepreneur Tools Book 3),https://www.amazon.com/Strategy-OS-Implement-Operating-Entrepreneur-ebook/dp/B0C1TMRSY8/ref=sr_1_102?keywords=entrepreneur+book&qid=1694127839&sr=8-102&tag=cagrisarigo03-20,5.0 out of 5 stars,,$3.99,https://www.amazon.com/s?k=entrepreneur+book&page=3
How to Grow Your Small Business: A 6-Step Plan to Help Your Business Take Off,https://www.amazon.com/Audible-How-Grow-Small-Business/dp/B09885ZT87/ref=sr_1_103?keywords=entrepreneur+book&qid=1694127839&sr=8-103&tag=cagrisarigo03-20,4.8 out of 5 stars,,$0.00,https://www.amazon.com/s?k=entrepreneur+book&page=3
The Family-First Entrepreneur: How to Achieve Financial Freedom Without Sacrificing What Matters Most,https://www.amazon.com/Family-First-Entrepreneur-Succeed-Business-Sacrificing/dp/0063267152/ref=sr_1_104?keywords=entrepreneur+book&qid=1694127839&sr=8-104&tag=cagrisarigo03-20,4.9 out of 5 stars,,$18.95,https://www.amazon.com/s?k=entrepreneur+book&page=3
The Prayer Powered Entrepreneur: 31 Days to Building Your Business with Less Stress and More Joy,https://www.amazon.com/Prayer-Powered-Entrepreneur-Building-Business/dp/1642796034/ref=sr_1_105?keywords=entrepreneur+book&qid=1694127839&sr=8-105&tag=cagrisarigo03-20,4.8 out of 5 stars,,,https://www.amazon.com/s?k=entrepreneur+book&page=3
Entrepreneur Academy,https://www.amazon.com/Entrepreneur-Academy-Steve-Martin/dp/1610677161/ref=sr_1_106?keywords=entrepreneur+book&qid=1694127839&sr=8-106&tag=cagrisarigo03-20,4.8 out of 5 stars,,,https://www.amazon.com/s?k=entrepreneur+book&page=3
The Creative Entrepreneur,https://www.amazon.com/Creative-Entrepreneur-Isa-Maria-Seminega/dp/1440244707/ref=sr_1_107?keywords=entrepreneur+book&qid=1694127839&sr=8-107&tag=cagrisarigo03-20,4.7 out of 5 stars,,,https://www.amazon.com/s?k=entrepreneur+book&page=3
Productivity Rituals For Digital Entrepreneurs: Profit Faster & Start Living A Richer Life Today (Habitual Success for Entrepreneurs),https://www.amazon.com/Productivity-Rituals-Digital-Entrepreneurs-Habitual-ebook/dp/B0CFK4GKTN/ref=sr_1_108?keywords=entrepreneur+book&qid=1694127839&sr=8-108&tag=cagrisarigo03-20,5.0 out of 5 stars,,$0.00,https://www.amazon.com/s?k=entrepreneur+book&page=3
The Introvert Entrepreneur: Amplify Your Strengths and Create Success on Your Own Terms,https://www.amazon.com/Introvert-Entrepreneur-Amplify-Strengths-Success/dp/0399174834/ref=sr_1_109?keywords=entrepreneur+book&qid=1694127839&sr=8-109&tag=cagrisarigo03-20,4.5 out of 5 stars,,,https://www.amazon.com/s?k=entrepreneur+book&page=3
Who Owns the Ice House? Eight Life Lessons From an Unlikely Entrepreneur,https://www.amazon.com/House-Eight-Lessons-Unlikely-Entrepreneur/dp/0971305935/ref=sr_1_110?keywords=entrepreneur+book&qid=1694127839&sr=8-110&tag=cagrisarigo03-20,4.6 out of 5 stars,,$13.07,https://www.amazon.com/s?k=entrepreneur+book&page=3
What Does Monetize Mean???: Lucas the Dinosaur Entrepreneur (Dino-preneurs),https://www.amazon.com/What-Does-Monetize-Mean-Entrepreneur/dp/B08TZ7DP4H/ref=sr_1_111?keywords=entrepreneur+book&qid=1694127839&sr=8-111&tag=cagrisarigo03-20,4.9 out of 5 stars,,,https://www.amazon.com/s?k=entrepreneur+book&page=3
"The Social Entrepreneur's Playbook, Expanded Edition: Pressure Test, Plan, Launch and Scale Your Social Enterprise",https://www.amazon.com/Social-Entrepreneurs-Playbook-Expanded-Enterprise/dp/1613630328/ref=sr_1_112?keywords=entrepreneur+book&qid=1694127839&sr=8-112&tag=cagrisarigo03-20,4.3 out of 5 stars,,,https://www.amazon.com/s?k=entrepreneur+book&page=3
Entrepreneur Revolution: How to Develop your Entrepreneurial Mindset and Start a Business that Works,https://www.amazon.com/Entrepreneur-Revolution-Develop-Entrepreneurial-Business-ebook/dp/B07D1TNLVC/ref=sr_1_113?keywords=entrepreneur+book&qid=1694127839&sr=8-113&tag=cagrisarigo03-20,4.5 out of 5 stars,,$13.00,https://www.amazon.com/s?k=entrepreneur+book&page=3
"Cooking Up a Business: Lessons from Food Lovers Who Turned Their Passion into a Career -- and How You C an, Too",https://www.amazon.com/Cooking-Up-Business-Lessons-Passion/dp/0399162313/ref=sr_1_114?keywords=entrepreneur+book&qid=1694127839&sr=8-114&tag=cagrisarigo03-20,4.6 out of 5 stars,,$17.00,https://www.amazon.com/s?k=entrepreneur+book&page=3
Accounting for Non-Accountants: Financial Accounting Made Simple for Beginners (Basics for Entrepreneurs and Small Business Owners) (Quick Start Your Business),https://www.amazon.com/Accounting-Non-Accountants-Learn-Basics-Business/dp/1402273045/ref=sr_1_115?keywords=entrepreneur+book&qid=1694127839&sr=8-115&tag=cagrisarigo03-20,4.5 out of 5 stars,,,https://www.amazon.com/s?k=entrepreneur+book&page=3
The Life of an Entrepreneur in 90 Pages: There's An Amazing Story Behind Every Story (Entrepreneur Education Series),https://www.amazon.com/Life-Entrepreneur-90-Pages-Education/dp/0997441003/ref=sr_1_116?keywords=entrepreneur+book&qid=1694127839&sr=8-116&tag=cagrisarigo03-20,4.7 out of 5 stars,,$14.99,https://www.amazon.com/s?k=entrepreneur+book&page=3
Yoga Business Mastery: Earn a Great Living Doing What You Love,https://www.amazon.com/Yoga-Business-Mastery-Great-Living/dp/1544531834/ref=sr_1_117?keywords=entrepreneur+book&qid=1694127839&sr=8-117&tag=cagrisarigo03-20,4.9 out of 5 stars,,,https://www.amazon.com/s?k=entrepreneur+book&page=3
Profit First: Transform Your Business from a Cash-Eating Monster to a Money-Making Machine,https://www.amazon.com/Profit-First-Transform-Cash-Eating-Money-Making/dp/073521414X/ref=sr_1_118?keywords=entrepreneur+book&qid=1694127839&sr=8-118&tag=cagrisarigo03-20,4.8 out of 5 stars,,,https://www.amazon.com/s?k=entrepreneur+book&page=3
How to Be a Badass Female CEO: Slay the Competition and Reach the Top,https://www.amazon.com/How-Badass-Female-CEO-Competition/dp/1951407679/ref=sr_1_119?keywords=entrepreneur+book&qid=1694127839&sr=8-119&tag=cagrisarigo03-20,5.0 out of 5 stars,,,https://www.amazon.com/s?k=entrepreneur+book&page=3
Aiden the Entrepreneur,https://www.amazon.com/Aiden-Entrepreneur-Adam-Free/dp/B0BV49MJ6C/ref=sr_1_120?keywords=entrepreneur+book&qid=1694127839&sr=8-120&tag=cagrisarigo03-20,5.0 out of 5 stars,,,https://www.amazon.com/s?k=entrepreneur+book&page=3
"Bible Promises for Entrepreneurs: Grow Your Faith for Starting, Expanding and Running a Business, God’s Way",https://www.amazon.com/Bible-Promises-Entrepreneurs-Starting-Expanding/dp/1951865030/ref=sr_1_121?keywords=entrepreneur+book&qid=1694127839&sr=8-121&tag=cagrisarigo03-20,4.7 out of 5 stars,,,https://www.amazon.com/s?k=entrepreneur+book&page=3
"Start that Business, Sis: A Take Action Journal for the Business-Minded Black Woman Solopreneur, Entrepreneur or Future CEO",https://www.amazon.com/Start-that-Business-Sis-Business-Minded/dp/B09BTC548R/ref=sr_1_122?keywords=entrepreneur+book&qid=1694127839&sr=8-122&tag=cagrisarigo03-20,4.3 out of 5 stars,,,https://www.amazon.com/s?k=entrepreneur+book&page=3
The Muslim Entrepreneur: 10 Success Principles from the Greatest Muslim Entrepreneurs,https://www.amazon.com/Muslim-Entrepreneur-Principles-Greatest-Entrepreneurs/dp/0994873301/ref=sr_1_123?keywords=entrepreneur+book&qid=1694127839&sr=8-123&tag=cagrisarigo03-20,4.7 out of 5 stars,,$10.00,https://www.amazon.com/s?k=entrepreneur+book&page=3
The Entrepreneurs: The Relentless Quest for Value,https://www.amazon.com/Entrepreneurs-Relentless-Quest-Value/dp/0231199147/ref=sr_1_124?keywords=entrepreneur+book&qid=1694127839&sr=8-124&tag=cagrisarigo03-20,4.8 out of 5 stars,,$35.00,https://www.amazon.com/s?k=entrepreneur+book&page=3
"MEDICAL BILLING & CODING FOR BEGINNERS: 3 Books In 1:Launch Your Successful Healthcare Business.Insider Insights And Step-By-Step Practical Strategies For Career Seekers,Students And Entrepreneurs",https://www.amazon.com/MEDICAL-BILLING-CODING-BEGINNERS-Step/dp/B0C7J4X5GS/ref=sr_1_125_sspa?keywords=entrepreneur+book&qid=1694127839&sr=8-125-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9tdGY&psc=1&tag=cagrisarigo03-20,5.0 out of 5 stars,,$16.97,https://www.amazon.com/s?k=entrepreneur+book&page=3
